Loan_ID,Borrower_Name,Loan_Amount,Interest_Rate,Loan_Term,Credit_Score,Employment_Status,Annual_Income,Property_Value,Loan_Purpose,Monthly_Payment,Loan_Status,Down_Payment,Property_Type,Loan_to_Value,Origination_Date,Approval_Date
3595,Mitchell Fox,441844,3.91,20,668,Self-Employed,96976,520295,Purchase,2275.45,Approved,29038,Townhouse,91.43,10-07-2023,14-11-2022
3596,James Cruz,447124,4.83,15,721,Employed,101266,546264,Refinance,521.47,Approved,26730,Condo,78.89,30-03-2023,01-03-2023
3597,Robert Myers,444595,4.81,20,766,Self-Employed,113308,713344,Purchase,2708.24,Pending,44202,Townhouse,85.42,08-03-2022,29-07-2023
3598,Ronnie Brown,426698,4.85,20,607,Unemployed,95623,601583,Refinance,1175.78,Approved,28293,Single-Family,78.68,05-10-2023,08-12-2022
3599,Lori Griffin,186975,4.81,30,778,Unemployed,53921,184285,Purchase,1897.02,Approved,45784,Single-Family,90.47,27-07-2022,21-08-2023
3600,Tamara Farrell,399606,4.09,20,693,Self-Employed,90623,188250,Refinance,560.25,Approved,37211,Single-Family,70.16,21-07-2023,30-10-2023
3601,Mr. Brandon Barnett MD,330998,4.52,15,608,Unemployed,74625,709494,Purchase,1646.25,Rejected,21029,Single-Family,88.43,21-03-2023,28-01-2023
3602,Barbara Phillips,478295,5,30,617,Unemployed,67730,146062,Home Improvement,653.98,Rejected,42410,Single-Family,73.56,23-08-2022,16-09-2023
3603,Ronald Perez,294186,3.88,30,708,Employed,95723,701468,Home Improvement,2837.69,Approved,45171,Condo,89.51,16-07-2022,20-10-2023
3604,Joyce Robinson,102313,3.1,20,653,Employed,74513,242312,Purchase,963.18,Approved,10614,Condo,87.93,27-12-2022,13-12-2022
3605,Leslie Foster,333405,4.38,30,732,Unemployed,100275,654698,Home Improvement,1492.91,Approved,25139,Single-Family,70.59,11-11-2021,15-01-2023
3606,Robert Price,362940,3.35,30,800,Unemployed,45660,314488,Home Improvement,752.62,Rejected,12540,Single-Family,72.94,05-10-2023,26-05-2023
3607,Kari Austin,451417,3.66,15,611,Unemployed,54023,768146,Refinance,2539.59,Rejected,23465,Condo,91.67,19-09-2022,25-09-2023
3608,Michael Jacobson,420611,3.26,30,701,Employed,95925,551162,Home Improvement,2102.32,Approved,48231,Townhouse,91.12,05-11-2022,03-11-2022
3609,Peggy Grant,217386,4.14,15,615,Unemployed,76826,167535,Purchase,1086.84,Rejected,29153,Single-Family,75.5,28-10-2023,15-10-2023
3610,Mason Pierce,270333,4.56,20,772,Employed,100752,490169,Home Improvement,1278.48,Pending,33069,Single-Family,89.47,02-12-2021,24-11-2022
3611,Monica Beasley,393825,3.17,20,613,Employed,37996,681975,Refinance,1947.29,Rejected,18336,Townhouse,89.83,19-07-2022,26-06-2023
3612,Derek Maxwell,336674,3.54,15,684,Unemployed,85202,217748,Purchase,2295.29,Pending,39402,Condo,73.83,15-02-2022,16-10-2023
3613,Justin Williams,151038,4.24,20,722,Employed,112259,350595,Purchase,1211.53,Approved,45528,Single-Family,80.87,14-08-2022,12-08-2023
3614,Jonathan Smith,226279,4.34,20,758,Employed,83902,676547,Refinance,948.09,Pending,44701,Townhouse,89.26,26-06-2023,16-12-2022
3615,Anna Buckley,338511,3.02,20,633,Self-Employed,48889,606199,Purchase,2308.64,Approved,31906,Townhouse,70.82,22-01-2022,22-12-2022
3616,Brandy Guerrero,256623,4.17,15,600,Unemployed,96089,153219,Purchase,2452.65,Pending,21523,Single-Family,79.5,16-07-2023,01-02-2023
3617,Terry White,456055,4.53,20,622,Self-Employed,47110,520819,Purchase,1331.07,Pending,31242,Condo,73.61,30-05-2023,02-04-2023
3618,Ms. Cynthia Johnson,361959,4.52,30,608,Employed,103090,502940,Home Improvement,1488.98,Rejected,10059,Single-Family,82.04,18-07-2022,30-07-2023
3619,Anthony Bennett,301408,4.48,30,687,Employed,32013,131659,Purchase,1366.93,Pending,26007,Townhouse,86.36,06-03-2023,13-09-2023
3620,Jennifer Davis,243589,4.44,15,717,Self-Employed,55396,220047,Home Improvement,1640.84,Pending,43120,Townhouse,81.23,02-07-2023,01-02-2023
3621,Brianna Vargas,132677,3.77,30,697,Self-Employed,119537,133897,Refinance,1237.13,Rejected,19770,Single-Family,81.5,28-03-2022,19-04-2023
3622,Eric Smith,315920,3.54,20,764,Unemployed,44748,174030,Home Improvement,2171.98,Approved,21949,Townhouse,82.69,11-03-2022,20-04-2023
3623,Lindsey Schultz,321124,4.17,15,752,Employed,62144,307981,Home Improvement,2316.98,Pending,48473,Townhouse,89.67,07-01-2022,05-07-2023
3624,Charles Fisher,100228,4.71,15,711,Employed,45028,557146,Refinance,1405.15,Rejected,17295,Condo,90.3,29-06-2023,21-12-2022
3625,Evan Clark,281802,3.56,30,714,Employed,42522,656834,Refinance,2886.5,Approved,35591,Single-Family,90.52,13-11-2022,11-06-2023
3626,Mariah Walton,168270,3.48,30,607,Unemployed,54290,392989,Purchase,940.47,Rejected,10739,Condo,71.42,06-05-2023,06-09-2023
3627,Madison Ho,332831,3.66,20,656,Employed,75115,505790,Refinance,2361.46,Approved,18893,Townhouse,72.64,30-12-2022,28-03-2023
3628,Alyssa Andrews,455596,3.43,15,704,Unemployed,109376,634833,Purchase,1937.66,Approved,12272,Single-Family,71.96,05-01-2023,26-04-2023
3629,Pamela Grant,127946,4.75,15,641,Employed,100911,684022,Home Improvement,1093.49,Approved,24507,Condo,76.04,03-12-2022,17-10-2023
3630,Jeffrey Burns,292608,3.64,30,747,Unemployed,62970,776216,Purchase,653.29,Approved,12232,Townhouse,73.18,10-01-2022,22-08-2023
3631,Julie Mata,208432,3.01,15,690,Unemployed,59534,631450,Purchase,1453.83,Approved,11322,Townhouse,85.39,29-10-2022,07-04-2023
3632,Luke Doyle,337423,4.88,20,674,Unemployed,91896,399060,Refinance,2732.34,Rejected,30931,Townhouse,81.09,22-08-2022,08-03-2023
3633,Andre Martinez,357308,4.03,30,713,Self-Employed,40978,607941,Refinance,605.11,Rejected,23377,Townhouse,86.23,21-12-2021,25-08-2023
3634,Robert Price,360705,3.33,15,712,Unemployed,55493,512405,Refinance,2227.83,Approved,12191,Condo,93.08,22-11-2022,14-12-2022
3635,Margaret Bates,208961,3.11,30,734,Employed,58856,301126,Home Improvement,589.01,Approved,13651,Townhouse,87.21,21-02-2023,05-11-2022
3636,Amber Sanchez,130872,4.78,15,611,Self-Employed,41946,487972,Purchase,1306.69,Pending,21083,Condo,80.8,14-06-2022,30-06-2023
3637,Brandy Brown,393340,4.44,30,681,Self-Employed,43189,728972,Home Improvement,1637.56,Approved,23760,Townhouse,85.06,15-10-2023,25-12-2022
3638,Jay Adams,343310,4.28,15,636,Self-Employed,81784,457387,Purchase,1067.18,Pending,48076,Condo,85.03,10-11-2022,13-01-2023
3639,Tyler Anderson PhD,366076,4.05,20,744,Employed,82738,726329,Refinance,2514.93,Pending,41300,Townhouse,81.81,08-06-2023,21-02-2023
3640,David Brown,147362,4.04,15,783,Self-Employed,74015,759540,Refinance,1544.48,Pending,33410,Single-Family,73.23,04-06-2022,07-07-2023
3641,Roger Sandoval,361847,3.15,15,778,Employed,51973,648810,Purchase,796.42,Rejected,48823,Condo,79.28,23-06-2022,15-06-2023
3642,Allison Gomez,453681,3.7,20,692,Employed,59410,743482,Refinance,2836.52,Pending,26276,Townhouse,92.23,24-09-2023,28-11-2022
3643,Darlene Reynolds,403460,4.79,20,646,Self-Employed,46839,582680,Refinance,2720.67,Rejected,46067,Condo,94.45,08-01-2022,28-03-2023
3644,Bryan Benitez,433787,3.78,20,759,Self-Employed,90519,258786,Refinance,2537.77,Rejected,29546,Condo,78.02,22-02-2022,17-07-2023
3645,Christine Maddox,293513,4.44,15,780,Self-Employed,38512,626007,Refinance,2331.3,Pending,48045,Single-Family,86.46,15-09-2023,16-01-2023
3646,Ashley Mitchell,280650,4.72,15,799,Employed,45925,160505,Purchase,1408.55,Approved,27467,Single-Family,86.26,23-10-2022,12-01-2023
3647,Kathryn Baldwin,316729,4.43,30,697,Employed,47673,464586,Refinance,682.54,Approved,32662,Single-Family,71.22,13-09-2023,17-08-2023
3648,Leslie Hodges,360295,3.2,20,627,Self-Employed,115226,105745,Refinance,2851.41,Approved,35062,Single-Family,73.87,05-06-2022,25-09-2023
3649,Christopher Henry,268065,4.66,20,657,Employed,67221,485017,Refinance,1457.7,Rejected,37929,Townhouse,77.31,30-05-2023,27-03-2023
3650,Bradley Curtis,195595,3.85,15,704,Employed,41265,554158,Refinance,720.81,Rejected,29507,Single-Family,93.16,01-12-2022,17-01-2023
3651,Tracy Williams,450114,3.29,15,667,Unemployed,73086,638366,Purchase,576.43,Rejected,18609,Condo,94.67,14-01-2022,27-12-2022
3652,Jennifer Best,242050,3.83,30,668,Self-Employed,110011,539366,Home Improvement,1255.82,Approved,45114,Single-Family,87.8,03-10-2022,21-12-2022
3653,Lauren Garcia,426736,3.92,15,688,Employed,38660,234337,Home Improvement,2068.54,Approved,17052,Townhouse,74.47,25-08-2023,15-08-2023
3654,Samantha Nguyen MD,126900,4.56,30,779,Self-Employed,94112,208034,Home Improvement,775.06,Rejected,39346,Single-Family,92.42,12-02-2023,11-03-2023
3655,Tiffany Bates,255448,4.59,15,772,Unemployed,31593,551526,Home Improvement,2344.42,Rejected,35056,Townhouse,85.17,25-06-2022,05-11-2022
3656,Lisa Jensen,339392,4.4,30,741,Employed,107635,793054,Purchase,1706.02,Pending,21113,Single-Family,89.47,20-05-2023,04-06-2023
3657,Mrs. Courtney Hernandez MD,491688,4.99,15,662,Self-Employed,43748,300848,Refinance,2647.25,Approved,39591,Condo,91.11,27-12-2021,16-11-2022
3658,Cindy Cruz,105717,3.85,30,722,Self-Employed,44723,229178,Refinance,1747.43,Rejected,47941,Townhouse,93.41,22-11-2022,14-09-2023
3659,Robert Jones,304817,4.73,15,656,Employed,103750,206234,Home Improvement,1371.35,Pending,14293,Single-Family,82.92,09-04-2022,08-07-2023
3660,Karen Willis,211531,3.42,30,797,Unemployed,80203,210790,Purchase,1214.83,Pending,44693,Townhouse,93.66,22-07-2023,09-02-2023
3661,Jenna Jackson,241646,3.25,30,708,Employed,81924,513399,Refinance,2267.01,Rejected,43401,Condo,74.74,24-03-2023,18-06-2023
3662,Julia Tran,390213,4.65,20,669,Employed,52829,363356,Refinance,515.36,Pending,27798,Condo,73.1,17-06-2022,21-10-2023
3663,Mary Smith,188298,4.45,20,639,Unemployed,112118,744487,Home Improvement,983.98,Approved,39462,Condo,91.71,20-07-2023,28-08-2023
3664,John Lopez,159562,3.84,20,666,Self-Employed,118179,303446,Home Improvement,1253.01,Pending,21022,Townhouse,91.84,03-10-2023,20-09-2023
3665,Timothy Miller,310750,3.46,15,626,Employed,116871,133036,Purchase,1024.92,Pending,43277,Condo,85.37,15-04-2023,25-02-2023
3666,Terri Sutton,462431,4.59,20,741,Employed,31241,332336,Refinance,654.82,Approved,15066,Single-Family,94.57,29-03-2023,26-09-2023
3667,Melissa Boyd,264585,4.36,15,642,Unemployed,89622,598570,Purchase,924.2,Approved,42095,Condo,83.73,08-11-2021,28-02-2023
3668,Jimmy Austin,227499,3.66,30,610,Self-Employed,44238,295282,Purchase,2615.23,Rejected,28588,Single-Family,77.24,23-03-2022,24-03-2023
3669,Raymond Prince,131688,3.29,15,784,Employed,49774,253718,Home Improvement,2056.96,Approved,48991,Townhouse,74.97,19-03-2023,30-03-2023
3670,Ryan Johnson,218459,4.78,15,604,Unemployed,87921,374003,Refinance,1918.49,Approved,40009,Condo,84.05,03-10-2022,24-11-2022
3671,Kathy Smith,450263,3.14,20,689,Self-Employed,36065,292096,Home Improvement,1781.45,Rejected,24207,Condo,91.91,10-04-2023,12-09-2023
3672,Joseph Shelton,257705,3.19,20,629,Employed,49550,139294,Refinance,2320.06,Approved,30221,Single-Family,90.69,02-12-2022,16-09-2023
3673,Lisa Brooks,288049,4.39,15,702,Unemployed,57538,460220,Refinance,1576.37,Rejected,20177,Single-Family,74.35,21-04-2022,22-01-2023
3674,Jamie Rodriguez,270420,3.54,15,631,Employed,37650,755439,Purchase,905.74,Rejected,39910,Condo,88.99,06-06-2023,20-09-2023
3675,Robert Shields,160299,3.81,20,738,Employed,63766,572777,Home Improvement,2407.27,Rejected,29928,Condo,74.34,05-02-2022,30-08-2023
3676,Lisa Barnett,387100,3.63,15,649,Self-Employed,49637,226788,Purchase,2517.84,Approved,40422,Single-Family,91.27,05-01-2022,28-09-2023
3677,Nicole Day,252578,3.6,15,743,Employed,96342,231018,Purchase,2679.57,Approved,47679,Townhouse,88.2,09-12-2021,27-01-2023
3678,Emily Adams,211406,3.49,15,783,Employed,33010,548182,Purchase,1378.74,Pending,13122,Condo,92.32,01-01-2023,29-12-2022
3679,Nicholas Mercado,301034,4.23,30,766,Self-Employed,77073,459377,Home Improvement,1072.56,Pending,47675,Townhouse,77.31,17-11-2021,28-05-2023
3680,Sarah Miranda,381476,3.35,15,636,Unemployed,89197,588410,Purchase,856.97,Rejected,19384,Single-Family,76.16,04-12-2022,20-12-2022
3681,Jesus Arnold,261403,3.22,30,798,Unemployed,31278,617638,Purchase,2514.15,Rejected,25788,Single-Family,76.51,12-10-2023,01-03-2023
3682,Dr. Brian Johnson,286965,4.67,20,720,Self-Employed,54910,663949,Purchase,658.69,Pending,38488,Condo,86.41,06-08-2023,21-01-2023
3683,Matthew Johnson,473637,3.57,30,650,Self-Employed,53726,751041,Refinance,2408.24,Approved,39447,Single-Family,70.71,19-11-2021,05-12-2022
3684,Carmen Smith,392372,3.48,20,631,Self-Employed,117379,350031,Purchase,992.54,Pending,23079,Single-Family,71.81,19-08-2023,19-02-2023
3685,Jacob Smith MD,412153,3.67,15,653,Unemployed,73595,361394,Purchase,2720.26,Pending,26096,Condo,79.24,02-06-2023,02-05-2023
3686,Heather Chang,439605,4.26,30,795,Unemployed,62080,160793,Purchase,1539.28,Approved,29900,Condo,82.99,29-09-2023,18-06-2023
3687,Kristin Zavala,119882,3.02,30,781,Employed,97866,361501,Purchase,2801.59,Pending,45434,Condo,74.58,27-08-2022,21-02-2023
3688,Latasha Mcgee,235763,3.01,20,744,Employed,66978,255652,Home Improvement,509.87,Pending,35688,Condo,86.79,22-10-2023,14-04-2023
3689,Melissa Hancock,189610,3.05,20,774,Employed,90483,153633,Home Improvement,1289.52,Approved,35032,Townhouse,92.31,31-10-2022,24-07-2023
3690,Rhonda Lamb DDS,158654,3.1,30,737,Unemployed,90849,195024,Purchase,2213.93,Pending,19335,Condo,88.32,30-09-2023,20-11-2022
3691,Christopher Gilmore,132086,4.13,30,792,Unemployed,85956,614989,Refinance,2583.26,Approved,41919,Townhouse,77.54,20-05-2023,29-08-2023
3692,Sean Sanders,316607,3.05,20,712,Employed,83968,556192,Refinance,2124.22,Pending,11016,Single-Family,94.21,15-03-2022,18-11-2022
3693,Shelly Phillips,142265,3.46,30,630,Self-Employed,100088,666986,Home Improvement,2800.93,Pending,44579,Condo,87.66,17-12-2021,05-05-2023
3694,Brittany Howell,176238,3.74,15,699,Unemployed,88555,696517,Refinance,1314.49,Rejected,40003,Single-Family,73,05-04-2022,08-03-2023
3695,Danielle Collins,401954,4.57,30,678,Unemployed,34835,518758,Refinance,691.27,Rejected,20492,Townhouse,92.3,17-11-2021,21-04-2023
3696,Jonathan Diaz,377239,3.48,20,613,Self-Employed,81236,127674,Purchase,699.11,Approved,45399,Single-Family,71.47,22-09-2022,04-04-2023
3697,Charles Jordan,354544,4.23,30,692,Employed,85831,617216,Purchase,2231.69,Rejected,21097,Townhouse,77.26,06-05-2023,18-08-2023
3698,Jessica Sullivan,268793,4.22,30,702,Employed,104450,446505,Home Improvement,2028.22,Approved,31880,Single-Family,71.71,31-03-2022,15-02-2023
3699,Lydia Ramirez,338754,3.88,15,789,Unemployed,30278,373101,Purchase,1020.88,Pending,39695,Condo,85.77,03-08-2023,29-10-2023
3700,Danielle Brown,376426,4.46,15,733,Unemployed,53184,502421,Home Improvement,1363.2,Rejected,26652,Single-Family,71.32,25-11-2021,16-08-2023
3701,Kimberly Kennedy,479862,3.54,15,638,Unemployed,75039,452666,Home Improvement,1397.49,Approved,18970,Townhouse,71.09,23-04-2022,22-07-2023
3702,Jeffrey Davis,295183,4.68,20,687,Unemployed,32856,254772,Home Improvement,2262.98,Rejected,22166,Townhouse,74.63,08-01-2023,08-08-2023
3703,Maxwell Bird,190133,4.99,20,635,Employed,64100,309050,Refinance,559.27,Approved,14759,Townhouse,75.72,31-07-2023,03-05-2023
3704,Alison Gonzalez,215288,3,30,715,Employed,53500,131449,Purchase,537.67,Rejected,14248,Townhouse,89.04,23-06-2023,20-10-2023
3705,Kyle Scott,207747,3.56,20,780,Self-Employed,42061,194211,Home Improvement,820.2,Pending,30797,Townhouse,79.43,02-03-2023,21-04-2023
3706,Aimee Smith,417692,4.5,20,704,Self-Employed,78361,747365,Purchase,599.78,Approved,30267,Condo,75.94,05-09-2023,15-12-2022
3707,Jerry Bowers,334600,3.57,15,757,Unemployed,115227,510497,Refinance,670.02,Rejected,10501,Single-Family,73.01,30-04-2022,23-05-2023
3708,Sheila Evans,397942,4.71,30,602,Self-Employed,111528,127629,Home Improvement,1329.57,Approved,49594,Condo,78.98,27-02-2023,17-12-2022
3709,Andrew Wilson,180030,3.63,30,710,Employed,39001,724203,Home Improvement,2363.32,Approved,12784,Condo,87.67,29-07-2023,03-08-2023
3710,Katherine Maynard,115924,4.22,30,649,Unemployed,101724,306813,Purchase,2043.89,Pending,36666,Condo,86.22,15-03-2023,06-02-2023
3711,Corey Gutierrez,204425,3.25,20,627,Unemployed,109771,430941,Purchase,2064.56,Rejected,23666,Single-Family,74,06-04-2023,13-12-2022
3712,Emily Barrett,167293,3.28,20,772,Self-Employed,103151,439144,Purchase,608.69,Rejected,17383,Townhouse,89.65,02-12-2022,12-08-2023
3713,Kenneth Smith,329841,4.59,30,772,Unemployed,83262,562938,Purchase,2557.22,Pending,11136,Townhouse,76.51,08-03-2023,07-06-2023
3714,Christopher White,368823,3.54,30,714,Employed,75603,254330,Home Improvement,1804.9,Approved,10458,Condo,84.5,26-06-2022,08-06-2023
3715,Patricia White,268961,3.74,15,705,Unemployed,87823,578950,Refinance,2124.79,Rejected,24964,Single-Family,77.86,07-12-2021,07-10-2023
3716,Michael Martin,134926,3.07,20,600,Employed,40661,763869,Refinance,2867.47,Rejected,42682,Single-Family,75.74,01-05-2022,19-07-2023
3717,Monica Rios,293427,4.62,15,726,Unemployed,105888,488356,Purchase,1564.34,Pending,28994,Single-Family,89.8,09-06-2022,16-12-2022
3718,Richard Perez,277922,4.37,20,669,Self-Employed,83979,677263,Purchase,1431.52,Pending,47169,Condo,78.67,07-09-2023,04-11-2022
3719,Desiree Fuentes,364562,4.29,15,634,Employed,114813,117457,Purchase,1597.27,Rejected,42094,Condo,76.96,19-05-2022,17-04-2023
3720,Tina Williamson,456970,4.85,20,770,Unemployed,88726,220322,Home Improvement,1333.87,Approved,37635,Townhouse,90.85,30-01-2023,25-07-2023
3721,Karen James,480941,4.88,15,635,Self-Employed,112596,556484,Refinance,2598.66,Rejected,26197,Condo,93.07,10-06-2023,27-01-2023
3722,Maria Freeman,191425,3.78,20,649,Unemployed,77464,285568,Home Improvement,2276.33,Pending,15915,Condo,80.08,15-03-2022,27-11-2022
3723,Kathy Williams,495772,3.5,20,796,Unemployed,70823,207094,Home Improvement,2506.49,Approved,16780,Condo,83.61,11-08-2023,26-11-2022
3724,Mary Poole,126929,3.64,30,647,Employed,81415,455804,Purchase,1962.28,Rejected,12027,Condo,89.28,23-06-2022,19-01-2023
3725,William Mccoy,228828,4.64,15,776,Employed,93539,741777,Home Improvement,1237.97,Approved,30473,Townhouse,82.93,03-08-2023,16-10-2023
3726,Rebecca Parks,355568,3.5,15,739,Self-Employed,53049,452635,Refinance,1391.76,Pending,40823,Condo,75.89,07-09-2022,10-12-2022
3727,Michele Singh,398617,3.04,15,716,Employed,53064,348597,Home Improvement,1624.3,Approved,34083,Condo,88.87,09-07-2022,31-05-2023
3728,Debra Herrera,286212,3.13,30,628,Self-Employed,90941,665915,Refinance,1266.52,Rejected,40609,Condo,93.7,28-01-2022,22-04-2023
3729,Ana Bell,270949,4.84,15,684,Unemployed,119974,342214,Purchase,2203.35,Pending,21312,Townhouse,77.4,09-06-2023,11-10-2023
3730,Justin Torres,473304,4.58,30,766,Unemployed,113388,342089,Refinance,1011.1,Approved,17186,Condo,70.26,21-04-2022,05-04-2023
3731,Kathleen Dickerson,365229,4.83,15,680,Employed,90722,315660,Refinance,557.26,Pending,40915,Townhouse,87.96,30-04-2023,02-02-2023
3732,Dana Wright,167511,3.83,30,661,Employed,58891,167852,Refinance,2707.43,Pending,42474,Townhouse,89.68,06-08-2023,16-04-2023
3733,Joseph Warner,406859,3.18,15,693,Self-Employed,47051,339241,Home Improvement,2103.98,Rejected,41289,Condo,80.57,12-03-2023,28-11-2022
3734,Keith Howard,418271,4.35,15,651,Self-Employed,53871,228146,Home Improvement,2832.64,Approved,48119,Townhouse,83.2,24-10-2022,08-03-2023
3735,Sara Alexander,251125,3.3,15,774,Employed,35800,767791,Refinance,2363.41,Rejected,25586,Single-Family,79.79,30-12-2021,06-11-2022
3736,Eddie Campos,380974,4.31,30,680,Unemployed,44156,204075,Refinance,527,Pending,26102,Townhouse,80.9,23-04-2022,15-10-2023
3737,Lisa Mitchell,479680,4.5,20,714,Employed,66412,596906,Refinance,872.9,Approved,25616,Condo,94.19,25-03-2023,15-06-2023
3738,Austin Cowan,242522,3.84,20,752,Employed,116997,651935,Refinance,2521.31,Rejected,25383,Condo,91.79,09-05-2023,17-07-2023
3739,Katie Holland,337868,4.08,15,753,Self-Employed,83314,621438,Home Improvement,2493.76,Rejected,17548,Single-Family,89.56,02-09-2022,19-04-2023
3740,Robert Dodson,374601,3.37,30,662,Unemployed,116638,629765,Purchase,727.71,Approved,13749,Single-Family,82.78,22-09-2022,20-09-2023
3741,Amanda Hicks,352482,3.47,20,612,Employed,66634,123268,Home Improvement,1615.78,Pending,30797,Single-Family,72.35,25-08-2022,15-11-2022
3742,Crystal Mullins,159472,4.87,30,604,Self-Employed,80065,554689,Refinance,501.94,Pending,30977,Condo,85.11,05-08-2023,14-04-2023
3743,Antonio Ware,349971,3.71,30,609,Unemployed,98774,635372,Refinance,801.37,Rejected,44182,Townhouse,88.37,03-07-2023,20-02-2023
3744,Pamela Hurst,417983,4.87,15,759,Unemployed,107666,669563,Home Improvement,2136.26,Pending,22363,Townhouse,77.26,31-10-2022,29-10-2023
3745,Laura Garcia,108030,3.4,30,787,Unemployed,62378,179830,Refinance,1959.88,Rejected,32929,Townhouse,84.08,05-09-2023,29-09-2023
3746,Richard Wilson,434053,3.67,15,666,Unemployed,40250,711291,Refinance,1447.59,Approved,19589,Condo,76.23,07-01-2022,24-11-2022
3747,Jerry Sanchez,187515,4.16,20,704,Employed,34713,776740,Home Improvement,2838.15,Rejected,20582,Single-Family,89.2,05-10-2023,17-12-2022
3748,Terry Sanders,383783,3.87,15,717,Employed,68573,693346,Home Improvement,760.86,Rejected,11189,Single-Family,84.3,24-07-2022,15-07-2023
3749,Janice Foster,344069,4.56,30,741,Unemployed,83901,764232,Purchase,2550.45,Rejected,40822,Single-Family,75.28,12-12-2022,26-01-2023
3750,Tracy Hodges,287344,4.81,15,688,Employed,117262,417537,Refinance,1223.92,Rejected,12792,Single-Family,84.23,12-07-2023,18-02-2023
3751,Brian Moss,134609,4.99,20,632,Employed,92785,740219,Purchase,2976.75,Pending,22468,Townhouse,76.55,26-08-2022,15-04-2023
3752,Heather Cook,219881,4.04,20,681,Unemployed,37799,791007,Purchase,1559.07,Rejected,21202,Condo,76.14,08-10-2022,19-01-2023
3753,Elizabeth Scott,275210,4.29,20,740,Self-Employed,88068,230766,Refinance,532.31,Pending,16380,Condo,79.06,16-12-2022,17-03-2023
3754,Carrie Jenkins,475654,4.84,30,785,Self-Employed,108003,438638,Purchase,1087.98,Approved,31773,Condo,78.35,05-12-2022,10-06-2023
3755,Christopher Mann,302987,3.26,20,607,Employed,84008,664516,Refinance,1625.78,Rejected,47228,Townhouse,90.13,03-09-2022,15-01-2023
3756,Michael Bullock,139426,3.85,20,691,Unemployed,119113,482035,Refinance,2161.07,Pending,28310,Townhouse,83.54,28-11-2021,27-06-2023
3757,James Aguilar,401067,3.15,15,719,Unemployed,107562,577981,Purchase,2139.94,Approved,36579,Single-Family,83.86,24-11-2021,12-04-2023
3758,Anna Howard,260842,3.09,30,769,Employed,58236,321224,Home Improvement,2946.57,Rejected,22617,Condo,77.07,26-03-2023,06-02-2023
3759,Amanda James,335409,4.34,15,746,Employed,60511,109266,Home Improvement,2186.41,Pending,17306,Condo,72.06,16-11-2022,01-12-2022
3760,Emma Grant,444008,3.2,20,709,Self-Employed,55958,539959,Purchase,2975.67,Approved,11507,Townhouse,74.82,26-12-2022,16-02-2023
3761,Mrs. Amber Mckenzie,471280,3.35,15,668,Employed,83747,102406,Refinance,2691.79,Rejected,39219,Single-Family,71.99,02-09-2022,20-04-2023
3762,Holly Chambers,172668,4.95,20,763,Employed,86173,160806,Refinance,519.97,Approved,12424,Condo,73.76,25-02-2022,05-11-2022
3763,Raven Schmidt,391884,3.31,20,690,Employed,109636,233270,Purchase,2150.06,Pending,14218,Single-Family,93.96,08-08-2022,01-12-2022
3764,Terrence Bush,497274,4.43,15,619,Unemployed,100012,615289,Purchase,2043.02,Rejected,37580,Townhouse,73.99,03-01-2023,27-08-2023
3765,Jordan Jackson,116914,3.7,20,703,Self-Employed,89392,659646,Refinance,2990.11,Approved,44307,Condo,93.93,23-07-2023,22-01-2023
3766,Justin Estrada,263330,3.87,15,700,Employed,35672,431921,Purchase,2439.66,Pending,16889,Condo,70.21,27-03-2022,11-05-2023
3767,Megan Perez MD,244761,3.91,30,769,Unemployed,114424,466229,Home Improvement,2448.32,Rejected,35670,Single-Family,86.39,18-02-2023,04-05-2023
3768,Brian Burton,376103,3.73,30,620,Employed,53401,375097,Home Improvement,2948.8,Approved,26657,Townhouse,90.9,26-08-2023,12-06-2023
3769,Dr. William Brewer,333731,3.44,15,702,Self-Employed,52865,771381,Refinance,2689.58,Pending,20551,Townhouse,94.4,21-11-2021,21-12-2022
3770,Gregory Perkins PhD,432731,3.87,20,746,Self-Employed,63912,295389,Purchase,2799.19,Pending,46529,Single-Family,82.98,09-09-2022,17-04-2023
3771,Erik Waters,435556,4.23,30,660,Unemployed,118048,127785,Purchase,2080.63,Pending,49019,Townhouse,87.13,16-01-2022,24-02-2023
3772,Dana Patrick,345569,4.82,20,739,Self-Employed,89168,295617,Home Improvement,2524.77,Approved,42740,Condo,70.75,18-10-2022,28-10-2023
3773,Angie Holloway,391576,4.98,15,600,Self-Employed,87753,694847,Refinance,903.13,Pending,19965,Condo,81.5,11-06-2023,15-11-2022
3774,Michael Hayden,185663,3.26,20,793,Employed,105596,430238,Refinance,1491.35,Pending,47542,Townhouse,80.9,31-08-2022,03-02-2023
3775,Brian Mahoney MD,409334,3.94,15,762,Employed,68263,519019,Home Improvement,2658.41,Pending,14540,Condo,86.84,24-11-2022,06-08-2023
3776,Ricky Johnson,176627,3.98,30,757,Self-Employed,89887,701576,Home Improvement,1001.29,Pending,13545,Condo,70.73,11-01-2022,17-11-2022
3777,Brian Hernandez,250973,3.76,15,604,Unemployed,31792,547795,Home Improvement,1742.09,Pending,16592,Condo,76.94,20-03-2023,14-09-2023
3778,Danny Callahan,388402,3.82,30,795,Employed,89041,589663,Refinance,631.49,Pending,41946,Condo,82.37,07-07-2022,30-08-2023
3779,Laura Keller,262279,4.36,20,783,Employed,114003,294452,Home Improvement,2352.86,Pending,23480,Townhouse,75.08,09-01-2023,08-04-2023
